Oppdrag_ID,110_ID,Oppdragstype,Opprinnelig_oppdragstype,v3_kat
3068639,B06-250510-45,ECall feil bruk,,F
3068676,B06-250510-46,Nødanrop feilring,,F
3068663,B06-250510-47,Oppdrag løst av 110,Brann i gress/lyng,L-hendelse
3068664,B06-250510-48,ABA matlaging,ABA,D-aba
3068734,B06-250510-49,Oppdrag løst av 110,,L-ukjent
3068731,B06-250510-51,Oppdrag løst av 110,,L-ukjent
3068808,B06-250510-52,Service,,S
3068700,B06-250510-54,Brann annet,Brann i bygning,D-pri1
3068723,B06-250510-56,Oppdrag løst av 110,Brann i gress/lyng,L-hendelse
3068721,B06-250510-57,Ikke reell nødmelding,,F
3068809,B06-250510-58,Service,,S
3068733,B06-250510-59,Nødanrop feilring,,F
3068741,B06-250510-61,Nødanrop feilring,,F
3068739,B06-250510-62,Brann annet,Brann annet,D-pri1
3068746,B06-250510-65,ECall teknisk/ukjent,,F
3068758,B06-250510-69,Unødig kontroll av melding,Brann i kjøretøy,D-pri1
3068811,B06-250510-70,Service,,S
3068792,B06-250510-71,Ubetydelig forurensning,Forurensning,L-ukjent
3068810,B06-250510-72,Service,,S
3068820,B06-250510-73,Oppdrag løst av 110,Brann i bygning,L-hendelse
3068832,B06-250510-74,ECall veihjelp,Trafikkulykke,F
3068834,B06-250510-75,Oppdrag løst av 110,,L-ukjent
3068845,B06-250510-76,Ikke reell nødmelding,,F
3069021,B06-250510-78,Oppdrag løst av 110,,L-ukjent
3068849,B06-250510-79,Oppdrag løst av 110,ABA,L-aba
3068848,B06-250510-81,Oppdrag løst av 110,ABA,L-aba
3068857,B06-250510-84,Oppdrag løst av 110,,L-ukjent
3068867,B06-250510-85,Ikke reell nødmelding,,F
3068991,B06-250510-86,Service,,S
3069016,B06-250510-87,Oppdrag løst av 110,,L-ukjent
3068883,B06-250510-88,Oppdrag løst av 110,ABA,L-aba
3068903,B06-250510-90,Oppdrag løst av 110,ABA,L-aba
3068920,B06-250510-92,Nødanrop feilring,,F
3068928,B06-250510-93,Oppdrag løst av 110,ABA,L-aba
3068938,B06-250510-95,Ikke reell nødmelding,,F
3068950,B06-250510-96,Helseoppdrag annet,Helseoppdrag - Akutt,D-pri1
3068983,B06-250510-97,Nødanrop feilring,,F
3068979,B06-250510-98,Service,,S
3068967,B06-250510-99,Oppdrag løst av 110,ABA,L-hendelse
3068966,B06-250510-100,Oppdrag løst av 110,ABA,L-aba
3069022,B06-250510-101,Oppdrag løst av 110,,L-ukjent
3068986,B06-250510-102,Oppdrag løst av 110,,L-ukjent
3068985,B06-250510-104,Service,,S
3068971,B06-250510-105,Ikke reell nødmelding,,F
3068973,B06-250510-106,Oppdrag løst av 110,ABA,L-hendelse
3068977,B06-250510-107,Brann i gress- eller innmark,Brann i gress/lyng,D-pri1
3068990,B06-250510-108,Service,,S
3068987,B06-250510-109,Service,,S
3069009,B06-250510-112,Service,,S
3069008,B06-250510-113,Oppdrag løst av 110,ABA,L-hendelse
3069007,B06-250510-114,Oppdrag løst av 110,ABA,L-aba
3069003,B06-250510-115,Oppdrag løst av 110,ABA,L-hendelse
3069010,B06-250510-117,Oppdrag løst av 110,ABA,L-aba
3069029,B06-250510-119,Service,,S
3069027,B06-250510-120,Ikke reell nødmelding,,F
3069041,B06-250510-121,Oppdrag løst av 110,ABA,L-hendelse
3069049,B06-250510-122,Oppdrag løst av 110,,L-ukjent
3069048,B06-250510-123,Oppdrag løst av 110,ABA,L-hendelse
3069056,B06-250510-124,Oppdrag løst av 110,,L-ukjent
3069085,B06-250510-125,Brann i annet kjøretøy,Brann i kjøretøy,D-pri1
3069087,B06-250510-126,Ikke reell nødmelding,,F
3069092,B06-250510-127,Oppdrag løst av 110,ABA,L-aba
3069100,B06-250510-130,Service,,S
3069105,B06-250510-131,Nødanrop feilring,,F
3069103,B06-250510-132,Ikke reell nødmelding,,F
3069113,B06-250510-133,Oppdrag løst av 110,ABA,L-hendelse
3069118,B06-250510-135,Brannhindrende annet i bygg,Brann i bygning,D-pri1
3069556,B06-250510-139,Oppdrag løst av 110,,L-ukjent
3069131,B06-250510-141,Andre oppdrag,Andre oppdrag/assistanse,D-pri1
3069160,B06-250510-146,Service,,S
3069555,B06-250510-147,Service,,S
3069198,B06-250510-148,Oppdrag løst av 110,ABA,L-hendelse
3069196,B06-250510-149,Oppdrag løst av 110,ABA,L-aba
3069195,B06-250510-151,Ikke reell nødmelding,,F
3069203,B06-250510-152,Oppdrag løst av 110,,L-ukjent
3069210,B06-250510-153,Oppdrag løst av 110,ABA,L-hendelse
3069225,B06-250510-154,ABA røyking,ABA,D-aba
3069233,B06-250510-155,Oppdrag løst av 110,ABA,L-aba
3069250,B06-250510-157,Beredskapsoppdrag,Beredskap,D-pri1
3069256,B06-250510-158,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
3069257,B06-250510-159,Oppdrag løst av 110,,L-ukjent
3069265,B06-250510-160,Helseoppdrag annet,Helseoppdrag - Akutt,D-pri1
3069264,B06-250510-161,Dyreoppdrag,Dyreoppdrag,D-pri1
3069271,B06-250510-162,Oppdrag løst av 110,,L-ukjent
3069280,B06-250510-163,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
3069282,B06-250510-164,Oppdrag løst av 110,Brann i gress/lyng,L-hendelse
3069376,B06-250510-165,Oppdrag løst av 110,,L-ukjent
3069303,B06-250510-166,Oppdrag løst av 110,,L-ukjent
3069302,B06-250510-167,Ikke reell nødmelding,,F
3069315,B06-250510-168,Oppdrag løst av 110,,L-ukjent
3069314,B06-250510-169,Oppdrag løst av 110,,L-ukjent
3069319,B06-250510-170,Oppdrag løst av 110,Trafikkulykke,L-hendelse
3069335,B06-250510-171,Avbrutt utrykning samtale,Helseoppdrag - Akutt,D-pri1
3069332,B06-250510-172,Oppdrag løst av 110,Brann annet,L-hendelse
3069333,B06-250510-173,Ikke reell nødmelding,,F
3069336,B06-250510-174,Nødanrop feilring,,F
3069347,B06-250510-175,Person i vann,Person i vann,D-pri1
3069358,B06-250510-177,Oppdrag løst av 110,,L-ukjent
3069375,B06-250510-178,Oppdrag løst av 110,,L-ukjent
3069367,B06-250510-179,Oppdrag løst av 110,,L-ukjent
3069365,B06-250510-180,Ikke reell nødmelding,,F
3069377,B06-250510-181,Oppdrag løst av 110,,L-ukjent
3069453,B06-250510-182,Oppdrag løst av 110,,L-ukjent
3069389,B06-250510-183,Oppdrag løst av 110,Brann i gress/lyng,L-hendelse
3069394,B06-250510-184,Avbrutt utrykning samtale,Person i vann,D-pri1
3069397,B06-250510-185,Oppdrag løst av 110,,L-ukjent
3069405,B06-250510-186,Brann annet,Brann i Båt,D-pri1
3069409,B06-250510-187,Oppdrag løst av 110,Kontroll etter henvendelse,L-hendelse
3069413,B06-250510-188,Oppdrag løst av 110,ABA,L-hendelse
3069423,B06-250510-190,Oppdrag løst av 110,,L-ukjent
3069440,B06-250511-1,Oppdrag løst av 110,,L-ukjent
3069450,B06-250511-2,Oppdrag løst av 110,Trafikkulykke,L-hendelse
3069538,B06-250511-3,Brann annet,Brann annet,D-pri1
3069568,B06-250511-4,Nødanrop feilring,,F
3069587,B06-250511-6,Oppdrag løst av 110,ABA,L-aba
3069592,B06-250511-7,Service,,S
3069612,B06-250511-8,Service,,S
3069626,B06-250511-10,Oppdrag løst av 110,ABA,L-aba
3069642,B06-250511-11,Service,,S
3069677,B06-250511-12,Service,,S
3069697,B06-250511-13,Nødanrop feilring,,F
3069686,B06-250511-15,Nødanrop feilring,,F
3069695,B06-250511-16,Oppdrag løst av 110,ABA,L-aba
3069708,B06-250511-17,Nødanrop feilring,,F
3069707,B06-250511-18,Bistand politi,Bistand politi - Ikke akutt,D-pri1
3069752,B06-250511-20,Service,,S
3069739,B06-250511-21,Brann i gress- eller innmark,Brann i gress/lyng,D-pri1
3069754,B06-250511-23,Service,,S
3069757,B06-250511-24,Service,,S
3069756,B06-250511-26,Bistand politi,Andre oppdrag/assistanse,D-pri1
3069767,B06-250511-27,Service,,S
3069766,B06-250511-28,Service,,S
3069765,B06-250511-29,Service,,S
3069769,B06-250511-30,Nødanrop feilring,,F
3069781,B06-250511-31,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
3069804,B06-250511-34,Service,,S
3069820,B06-250511-35,Teknisk alarm viderevarslet,Teknisk alarm,V
3069834,B06-250511-36,ABA ukjent,ABA,D-aba
3069844,B06-250511-37,Oppdrag løst av 110,,L-ukjent
3069861,B06-250511-38,Service,,S
3069865,B06-250511-39,Helseoppdrag bære/løfte,Helseoppdrag - Ikke Akutt,D-pri1
3069869,B06-250511-40,Nødanrop feilring,,F
3069877,B06-250511-41,Oppdrag løst av 110,ABA,L-hendelse
3069955,B06-250511-43,Oppdrag løst av 110,ABA,L-aba
3069943,B06-250511-44,Oppdrag viderevarslet andre,Dyreoppdrag,V
3069953,B06-250511-45,Helseoppdrag bære/løfte,Helseoppdrag - Ikke Akutt,D-pri1
3070036,B06-250511-46,Nødanrop feilring,,F
3069997,B06-250511-47,Oppdrag løst av 110,ABA,L-aba
3069998,B06-250511-48,Andre oppdrag,Andre oppdrag/assistanse,D-pri1
3070027,B06-250511-50,Brann i gress- eller innmark,Brann annet,D-pri1
3070052,B06-250511-53,Service,,S
3070055,B06-250511-54,Oppdrag løst av 110,ABA,L-aba
3070054,B06-250511-57,Oppdrag viderevarslet andre,Kontroll etter henvendelse,V
3070056,B06-250511-55,Oppdrag løst av 110,,L-ukjent
3070057,B06-250511-58,ABA teknisk feil,ABA,D-aba
3070077,B06-250511-59,Service,,S
3070062,B06-250511-60,ABA ukjent,ABA,D-aba
3070067,B06-250511-61,Avbrutt utrykning alarm,ABA,D-aba
3070074,B06-250511-63,Nødanrop feilring,,F
3070079,B06-250511-65,Oppdrag løst av 110,ABA,L-aba
3070196,B06-250511-67,Oppdrag løst av 110,,L-ukjent
3070083,B06-250511-68,ABA ukjent,ABA,D-aba
3070103,B06-250511-71,Trafikkulykke,Trafikkulykke,D-pri1
3070139,B06-250511-72,Service,,S
3070182,B06-250511-75,Service,,S
3070198,B06-250511-77,Oppdrag løst av 110,,L-ukjent
3070199,B06-250511-76,Service,,S
3070197,B06-250511-78,Oppdrag løst av 110,ABA,L-hendelse
3070186,B06-250511-79,Oppdrag løst av 110,ABA,L-hendelse
3070209,B06-250511-81,Oppdrag løst av 110,,L-ukjent
3070214,B06-250511-83,Oppdrag løst av 110,ABA,L-aba
3070222,B06-250511-86,Oppdrag løst av 110,ABA,L-hendelse
3070229,B06-250511-87,Oppdrag løst av 110,ABA,L-aba
3070227,B06-250511-88,ABA ukjent,ABA,D-aba
3070244,B06-250511-89,Service,,S
3070283,B06-250511-90,Oppdrag løst av 110,ABA,L-hendelse
3070343,B06-250511-91,Oppdrag løst av 110,ABA,L-hendelse
3070358,B06-250511-92,Brann i søppelkasse,Brann annet,D-pri1
3070360,B06-250511-93,Oppdrag løst av 110,,L-ukjent
3070363,B06-250511-94,Dyreoppdrag,Dyreoppdrag,D-pri1
3070375,B06-250511-96,Oppdrag løst av 110,,L-ukjent
3070409,B06-250511-97,Oppdrag løst av 110,,L-ukjent
3070394,B06-250511-98,Oppdrag løst av 110,,L-ukjent
3070395,B06-250511-99,ABA annet,ABA,D-aba
3070410,B06-250511-100,Oppdrag løst av 110,,L-ukjent
3070465,B06-250511-102,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
3070490,B06-250511-103,Oppdrag løst av 110,,L-ukjent
3070494,B06-250511-104,Oppdrag løst av 110,,L-ukjent
3070505,B06-250512-1,Avbrutt utrykning alarm,ABA,D-aba
3070511,B06-250512-3,Brann annet,Brann annet,D-pri1
3070582,B06-250512-4,Oppdrag løst av 110,,L-ukjent
3070581,B06-250512-5,Oppdrag løst av 110,,L-ukjent
3070540,B06-250512-6,Oppdrag løst av 110,,L-ukjent
3070538,B06-250512-7,ABA ukjent,ABA,D-aba
3070539,B06-250512-8,ABA annet,ABA,D-aba
3070547,B06-250512-9,Oppdrag løst av 110,Brann annet,L-hendelse
3070560,B06-250512-10,Oppdrag løst av 110,Trafikkulykke,L-hendelse
3070580,B06-250512-11,Oppdrag løst av 110,,L-ukjent
3070573,B06-250512-12,Oppdrag løst av 110,,L-ukjent
3070577,B06-250512-13,Avbrutt utrykning alarm,ABA,D-pri1
3070609,B06-250512-15,Nødanrop feilring,,F
3070584,B06-250512-16,Nødanrop feilring,,F
3070603,B06-250512-17,Nødanrop feilring,,F
3070592,B06-250512-18,Service,,S
3070601,B06-250512-19,Service,,S
3070611,B06-250512-20,Oppdrag løst av 110,,L-ukjent
3070610,B06-250512-21,Service,,S
3070605,B06-250512-22,Service,,S
3070633,B06-250512-23,Oppdrag løst av 110,Dyreoppdrag,L-hendelse
3070676,B06-250512-24,Nødanrop feilring,,F
3070675,B06-250512-25,Nødanrop feilring,,F
3070660,B06-250512-26,Trafikkulykke,Trafikkulykke,D-pri1
3070677,B06-250512-29,ABA teknisk feil,ABA,D-aba
3070719,B06-250512-30,Nødanrop feilring,,F
3070821,B06-250512-31,Oppdrag løst av 110,,L-ukjent
3070733,B06-250512-33,Trafikkulykke,Trafikkulykke,D-pri1
3070736,B06-250512-34,Service,,S
3070749,B06-250512-36,Avbrutt utrykning samtale,ABA,D-pri1
3070771,B06-250512-37,Service,,S
3070822,B06-250512-38,Service,,S
3070823,B06-250512-39,Service,,S
3070789,B06-250512-40,Service,,S
3070836,B06-250512-41,Service,,S
3070820,B06-250512-42,Service,,S
3070824,B06-250512-43,Service,,S
3070833,B06-250512-44,Service,,S
3070839,B06-250512-45,Service,,S
3070878,B06-250512-46,Service,,S
3070852,B06-250512-47,Service,,S
3070873,B06-250512-49,Service,,S
3070871,B06-250512-50,Service,,S
3070874,B06-250512-51,Service,,S
3070883,B06-250512-52,Avbrutt utrykning alarm,ABA,D-aba
3071666,B06-250512-54,Oppdrag løst av 110,,L-ukjent
3070920,B06-250512-55,Oppdrag løst av 110,,L-ukjent
3070935,B06-250512-56,Oppdrag løst av 110,,L-ukjent
3070934,B06-250512-57,Oppdrag løst av 110,,L-ukjent
3070918,B06-250512-58,Helseoppdrag bære/løfte,Helseoppdrag - Ikke Akutt,D-pri1
3070922,B06-250512-59,Service,,S
3070919,B06-250512-60,Service,,S
3070929,B06-250512-61,Service,,S
3070939,B06-250512-62,Service,,S
3070963,B06-250512-63,Service,,S
3070945,B06-250512-64,Oppdrag løst av 110,ABA,L-hendelse
3070965,B06-250512-65,Service,,S
3070964,B06-250512-66,Service,,S
3070984,B06-250512-67,Service,,S
3070973,B06-250512-68,Beredskapsoppdrag,Beredskap,D-pri1
3071014,B06-250512-69,Service,,S
3070992,B06-250512-70,Service,,S
3070990,B06-250512-71,Service,,S
3071012,B06-250512-72,Oppdrag løst av 110,,L-ukjent
3070998,B06-250512-73,Service,,S
3071010,B06-250512-74,Service,,S
3071022,B06-250512-75,Service,,S
3071017,B06-250512-76,Service,,S
3071034,B06-250512-77,Oppdrag løst av 110,Røykvarsler,L-hendelse
3071029,B06-250512-78,Oppdrag løst av 110,ABA,L-hendelse
3071052,B06-250512-79,Service,,S
3071060,B06-250512-80,Oppdrag løst av 110,,L-ukjent
3071053,B06-250512-81,Service,,S
3071070,B06-250512-82,Nødanrop feilring,,F
3071054,B06-250512-83,Nødanrop feilring,,F
3071065,B06-250512-84,Service,,S
3071073,B06-250512-85,Service,,S
3071086,B06-250512-88,Andre oppdrag,Røykvarsler,D-pri1
3071096,B06-250512-89,Service,,S
3071107,B06-250512-90,Service,,S
3071126,B06-250512-91,Service,,S
3071132,B06-250512-92,Service,,S
3071119,B06-250512-93,Service,,S
3071130,B06-250512-94,Service,,S
3071135,B06-250512-95,Avbrutt utrykning alarm,ABA,D-aba
3071146,B06-250512-96,Service,,S
3071144,B06-250512-97,Nødanrop feilring,,F
3071150,B06-250512-99,Service,,S
3071162,B06-250512-100,Service,,S
3071180,B06-250512-101,Oppdrag løst av 110,,L-ukjent
3071568,B06-250512-102,Bålbrenning varslet,,L-ukjent
3071149,B06-250512-104,Oppdrag løst av 110,ABA,L-hendelse
3071165,B06-250512-106,Oppdrag løst av 110,ABA,L-hendelse
3071164,B06-250512-107,Oppdrag løst av 110,ABA,L-aba
3071169,B06-250512-109,ECall feil bruk,,F
3071195,B06-250512-110,Oppdrag løst av 110,,L-ukjent
3071193,B06-250512-111,Nødanrop feilring,,F
3071203,B06-250512-112,Service,,S
3071296,B06-250512-113,Service,,S
3071255,B06-250512-114,Service,,S
3071570,B06-250512-115,Service,,S
3071256,B06-250512-116,Service,,S
3071248,B06-250512-117,Oppdrag løst av 110,ABA,L-aba
3071347,B06-250512-119,Service,,S
3071262,B06-250512-120,Oppdrag løst av 110,,L-ukjent
3071438,B06-250512-121,Oppdrag løst av 110,,L-ukjent
3071297,B06-250512-122,Service,,S
3071327,B06-250512-123,Oppdrag løst av 110,,L-ukjent
3071328,B06-250512-124,Oppdrag løst av 110,ABA,L-aba
3071333,B06-250512-126,Service,,S
3071364,B06-250512-127,Service,,S
3071344,B06-250512-128,Service,,S
3071372,B06-250512-129,Service,,S
3071357,B06-250512-130,Service,,S
3071566,B06-250512-131,Service,,S
3071387,B06-250512-132,Service,,S
3071411,B06-250512-133,Service,,S
3071425,B06-250512-134,Service,,S
3071456,B06-250512-135,Oppdrag løst av 110,,L-ukjent
3071584,B06-250512-136,Service,,S
3071572,B06-250512-137,Service,,S
3071427,B06-250512-138,Oppdrag løst av 110,ABA,L-hendelse
3071439,B06-250512-139,Nødanrop feilring,,F
3071452,B06-250512-140,Service,,S
3071445,B06-250512-141,Service,,S
3071482,B06-250512-142,Service,,S
3071489,B06-250512-144,Service,,S
3071511,B06-250512-145,Oppdrag løst av 110,,L-ukjent
3072032,B06-250512-146,Oppdrag løst av 110,,L-ukjent
3071507,B06-250512-147,Service,,S
3071504,B06-250512-148,Ikke reell nødmelding,Andre oppdrag/assistanse,F
3071510,B06-250512-149,ABA aerosoler,ABA,D-aba
3071574,B06-250512-150,Service,,S
3071544,B06-250512-152,Andre oppdrag,Forurensning,D-pri1
3071548,B06-250512-153,Oppdrag løst av 110,,L-ukjent
3071551,B06-250512-154,Oppdrag løst av 110,,L-ukjent
3071621,B06-250512-155,Oppdrag løst av 110,,L-ukjent
3071624,B06-250512-156,Oppdrag løst av 110,,L-ukjent
3071608,B06-250512-159,Oppdrag løst av 110,,L-ukjent
3071625,B06-250512-162,Service,,S
3071641,B06-250512-163,Service,,S
3071637,B06-250512-164,Service,,S
3071635,B06-250512-165,Service,,S
3071644,B06-250512-166,Service,,S
3071661,B06-250512-167,Nødanrop feilring,,F
3071675,B06-250512-169,Service,,S
3071667,B06-250512-170,Service,,S
3071688,B06-250512-173,Service,,S
3071741,B06-250512-176,Service,,S
3071740,B06-250512-177,Service,,S
3072043,B06-250512-178,Oppdrag løst av 110,,L-ukjent
3071738,B06-250512-179,Service,,S
3071759,B06-250512-180,Oppdrag løst av 110,,L-ukjent
3071752,B06-250512-181,Service,,S
3071776,B06-250512-182,Oppdrag løst av 110,,L-ukjent
3071778,B06-250512-183,Ikke reell nødmelding,,F
3071824,B06-250512-184,Nødanrop feilring,,F
3071809,B06-250512-185,Oppdrag løst av 110,,L-ukjent
3071825,B06-250512-187,Oppdrag løst av 110,,L-ukjent
3071843,B06-250512-189,Service,,S
3071851,B06-250512-190,Oppdrag løst av 110,ABA,L-aba
3071856,B06-250512-192,ABA matlaging,ABA,D-aba
3071855,B06-250512-193,Oppdrag løst av 110,ABA,L-aba
3071857,B06-250512-196,Unødig kontroll av melding,Brann i kjøretøy,D-pri1
3071884,B06-250512-197,Service,,S
3071878,B06-250512-198,ECall feil bruk,,F
3071875,B06-250512-200,Oppdrag løst av 110,,L-ukjent
3071889,B06-250512-201,Oppdrag løst av 110,ABA,L-aba
3071891,B06-250512-203,Oppdrag løst av 110,Trafikkulykke,L-hendelse
3071900,B06-250512-204,ECall feil bruk,,F
3071901,B06-250512-205,ECall feil bruk,,F
3071898,B06-250512-206,ABA ukjent,ABA,D-aba
3071940,B06-250512-207,Oppdrag løst av 110,ABA,L-aba
3071979,B06-250512-213,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
3071983,B06-250512-215,ABA annen røyk,ABA,D-aba
3071981,B06-250512-216,Trafikkulykke,Trafikkulykke,D-pri1
3072002,B06-250512-217,Nødanrop feilring,,F
3071996,B06-250512-219,Oppdrag løst av 110,ABA,L-hendelse
3072001,B06-250512-220,ABA manuell melder,ABA,D-aba
3071997,B06-250512-221,Nødanrop feilring,,F
3072048,B06-250512-223,Nødanrop feilring,,F
3072049,B06-250512-224,Oppdrag løst av 110,ABA,D-aba
3072073,B06-250512-231,Oppdrag løst av 110,ABA,L-hendelse
3072088,B06-250512-232,Service,,S
3072132,B06-250512-233,ABA teknisk feil,ABA,D-aba
3072158,B06-250512-236,Service,,S
3072157,B06-250512-237,Oppdrag løst av 110,ABA,L-aba
3072178,B06-250512-241,Service,,S
3072209,B06-250512-243,Nødanrop feilring,,F
3072208,B06-250512-244,Nødanrop feilring,ABA,F
3072206,B06-250512-245,Oppdrag løst av 110,ABA,L-hendelse
3072256,B06-250512-246,Nødanrop feilring,,F
3072226,B06-250512-247,Oppdrag løst av 110,,L-ukjent
3072235,B06-250512-248,Oppdrag løst av 110,ABA,L-aba
3072257,B06-250512-249,Oppdrag løst av 110,,L-ukjent
3072251,B06-250512-250,Oppdrag løst av 110,ABA,L-hendelse
3072261,B06-250512-251,Trafikkulykke,Trafikkulykke,D-pri1
3072271,B06-250512-253,Nødanrop feilring,,F
3072274,B06-250512-254,Brann i søppelkasse,Brann annet,D-pri1
3072289,B06-250512-255,Nødanrop feilring,,F
3072296,B06-250512-256,Oppdrag løst av 110,ABA,L-hendelse
3072300,B06-250512-257,ECall feil bruk,,F
3072326,B06-250512-260,Service,,S
3072320,B06-250512-261,Helseoppdrag annet,Helseoppdrag - Akutt,D-pri1
3072393,B06-250512-264,Service,,S
3072381,B06-250512-266,Ikke reell nødmelding,,F
3072385,B06-250513-1,Oppdrag løst av 110,ABA,L-hendelse
3072387,B06-250513-2,Oppdrag løst av 110,Røykvarsler,L-hendelse
3072401,B06-250513-3,Oppdrag løst av 110,Brann annet,L-hendelse
3072404,B06-250513-4,ABA manuell melder,ABA,D-aba
3072452,B06-250513-6,Nødanrop feilring,,F
3072450,B06-250513-7,Oppdrag løst av 110,,L-ukjent
3072437,B06-250513-8,Avbrutt utrykning alarm,ABA,D-aba
3072451,B06-250513-10,Oppdrag løst av 110,,L-ukjent
3072444,B06-250513-11,Helseoppdrag annet,Helseoppdrag - Akutt,D-pri1
3072446,B06-250513-12,Oppdrag løst av 110,ABA,L-hendelse
3072459,B06-250513-13,Service,,S
3072483,B06-250513-18,Service,,S
3072482,B06-250513-19,Oppdrag løst av 110,ABA,L-aba
3072490,B06-250513-23,Service,,S
3072493,B06-250513-24,Service,,S
3072503,B06-250513-25,Service,,S
3072507,B06-250513-26,Service,,S
3072528,B06-250513-27,Oppdrag løst av 110,,L-ukjent
3072530,B06-250513-28,Oppdrag løst av 110,,L-ukjent
3072521,B06-250513-29,Service,,S
3072519,B06-250513-30,Service,,S
3072526,B06-250513-31,Nødanrop feilring,,F
3072527,B06-250513-32,Oppdrag løst av 110,,L-ukjent
3072566,B06-250513-33,Oppdrag løst av 110,,L-ukjent
3072556,B06-250513-35,Service,,S
3072565,B06-250513-36,Oppdrag løst av 110,,L-ukjent
3072557,B06-250513-38,Service,,S
3072564,B06-250513-40,Oppdrag løst av 110,,L-ukjent
3072580,B06-250513-41,Service,,S
3072609,B06-250513-43,Oppdrag løst av 110,,L-ukjent
3072587,B06-250513-44,Service,,S
3072610,B06-250513-45,Oppdrag løst av 110,,L-ukjent
3072583,B06-250513-46,Service,,S
3072592,B06-250513-47,Oppdrag løst av 110,ABA,L-aba
3072608,B06-250513-48,Oppdrag løst av 110,,L-ukjent
3072606,B06-250513-50,Oppdrag løst av 110,,L-ukjent
3072600,B06-250513-51,Nødanrop feilring,,F
3072602,B06-250513-52,Service,,S
3072613,B06-250513-53,Service,,S
3072658,B06-250513-54,Service,,S
3072703,B06-250513-55,Oppdrag løst av 110,,L-ukjent
3072659,B06-250513-56,Service,,S
3072648,B06-250513-57,Oppdrag løst av 110,,L-ukjent
3072700,B06-250513-58,Oppdrag løst av 110,,L-ukjent
3072702,B06-250513-59,Oppdrag løst av 110,,L-ukjent
3072655,B06-250513-60,Service,,S
3073953,B06-250513-61,Oppdrag løst av 110,,L-ukjent
3072951,B06-250513-64,Oppdrag løst av 110,,L-ukjent
3072736,B06-250513-65,Service,,S
3073039,B06-250513-66,Service,,S
3073786,B06-250513-67,Oppdrag løst av 110,,L-ukjent
3072760,B06-250513-68,Service,,S
3072790,B06-250513-69,Service,,S
3072821,B06-250513-70,ECall feil bruk,,F
3072852,B06-250513-71,Service,,S
3072861,B06-250513-73,Service,,S
3072863,B06-250513-74,Unødig alarm privatmarked,ABA,D-pri1
3072873,B06-250513-75,Service,,S
3072885,B06-250513-76,Service,,S
3072880,B06-250513-77,Oppdrag løst av 110,ABA,L-aba
3072893,B06-250513-78,Service,,S
3072913,B06-250513-82,Oppdrag løst av 110,ABA,L-aba
3072930,B06-250513-81,Oppdrag løst av 110,ABA,L-hendelse
3072959,B06-250513-84,Service,,S
3072962,B06-250513-85,Service,,S
3072960,B06-250513-86,Oppdrag løst av 110,,L-ukjent
3072970,B06-250513-87,Service,,S
3072984,B06-250513-88,Service,,S
3073011,B06-250513-89,Service,,S
3073005,B06-250513-90,Service,,S
3073026,B06-250513-91,Oppdrag løst av 110,,L-ukjent
3073484,B06-250513-92,Ikke reell nødmelding,,F
3073071,B06-250513-93,Service,,S
3073077,B06-250513-94,Service,,S
3073155,B06-250513-95,Oppdrag løst av 110,,L-ukjent
3073119,B06-250513-96,Oppdrag løst av 110,ABA,L-aba
3073153,B06-250513-98,Oppdrag løst av 110,,L-ukjent
3073114,B06-250513-99,Helseoppdrag bære/løfte,Helseoppdrag - Ikke Akutt,D-pri1
3073133,B06-250513-100,Nødanrop feilring,,F
3073152,B06-250513-102,Service,,S
3073555,B06-250513-103,Service,,S
3073480,B06-250513-104,Service,,S
3073149,B06-250513-105,Unødig kontroll av melding,Trafikkulykke,D-pri1
3073147,B06-250513-106,Service,,S
3073154,B06-250513-107,Oppdrag løst av 110,,L-ukjent
3073158,B06-250513-108,Oppdrag løst av 110,ABA,L-aba
3073201,B06-250513-116,Oppdrag løst av 110,,L-ukjent
3073202,B06-250513-121,Oppdrag løst av 110,,L-ukjent
3073207,B06-250513-125,Service,,S
3073244,B06-250513-130,Service,,S
3073235,B06-250513-131,Service,,S
3073557,B06-250513-134,Service,,S
3073302,B06-250513-136,Service,,S
3073300,B06-250513-137,Service,,S
3073316,B06-250513-138,Service,,S
3073299,B06-250513-140,Oppdrag løst av 110,ABA,L-hendelse
3073359,B06-250513-141,Oppdrag løst av 110,,L-ukjent
3073335,B06-250513-144,Service,,S
3073362,B06-250513-145,Oppdrag løst av 110,,L-ukjent
3073357,B06-250513-146,Oppdrag løst av 110,,L-ukjent
3073363,B06-250513-147,Oppdrag løst av 110,,L-ukjent
3073370,B06-250513-148,Oppdrag løst av 110,ABA,L-aba
3073380,B06-250513-149,Service,,S
3073391,B06-250513-150,Oppdrag løst av 110,,L-ukjent
3073366,B06-250513-151,Oppdrag løst av 110,ABA,L-aba
3073556,B06-250513-153,Service,,S
3073401,B06-250513-154,Service,,S
3073427,B06-250513-155,Service,,S
3073403,B06-250513-156,Service,,S
3073428,B06-250513-157,Service,,S
3073487,B06-250513-160,Oppdrag løst av 110,,L-ukjent
3073470,B06-250513-161,Oppdrag løst av 110,,L-ukjent
